"Data file recorded 2023/8/27  12:31:48"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Hello World 7/11/23 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.331803 
 # Starting hx711_thread
 # Starting print_state thread: at tick 32501203 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
 # Input_thread count 1883 time 100.904236 cmd = PFRQ1 value = -146
 # Input_thread count 1884 time 100.919724 cmd = PFRQ2 value = 146
  100.9573,        0,     0,     0, 1453,  1409,  1696,  1722,  1911,  2200,  1643,  1643
 # Input_thread count 1885 time 101.003731 cmd = PFRQ1 value = -162
 # Input_thread count 1886 time 101.019234 cmd = PFRQ2 value = 162
  101.0586,        0,     0,     0, 1537,  1355,  1807,  1800,  1943,  2751,  2104,  2104
 # Input_thread count 1887 time 101.104034 cmd = PFRQ1 value = -178
 # Input_thread count 1888 time 101.119530 cmd = PFRQ2 value = 178
  101.1609,        0,     0,     0, 1350,  1381,  1448,  1380,  1422,  2578,  1873,  1873
 # Input_thread count 1889 time 101.190025 cmd = PFRQ1 value = -193
 # Input_thread count 1890 time 101.204437 cmd = PFRQ2 value = 193
  101.2634,        0,     0,     0, 1146,  1289,   946,   879,   721,  1416,  1486,  1486
 # Input_thread count 1891 time 101.305740 cmd = PFRQ1 value = -209
 # Input_thread count 1892 time 101.321236 cmd = PFRQ2 value = 209
  101.3657,        0,     0,     0,  843,   897,   787,   796,   765,   549,   803,   803
 # Input_thread count 1893 time 101.406036 cmd = PFRQ1 value = -224
 # Input_thread count 1894 time 101.421539 cmd = PFRQ2 value = 224
  101.4670,        0,     0,     0,  884,   897,   951,   950,   982,   593,   725,   725
 # Input_thread count 1895 time 101.490936 cmd = PFRQ1 value = -238
 # Input_thread count 1896 time 101.506432 cmd = PFRQ2 value = 238
  101.5694,        0,     0,     0,  923,   919,  1014,  1042,  1054,   589,   762,   762
 # Input_thread count 1897 time 101.601128 cmd = PFRQ1 value = -252
 # Input_thread count 1898 time 101.615532 cmd = PFRQ2 value = 252
  101.6717,        0,     0,     0, 1062,   958,  1151,  1157,  1138,   645,   948,   948
 # Input_thread count 1899 time 101.706039 cmd = PFRQ1 value = -266
 # Input_thread count 1900 time 101.722633 cmd = PFRQ2 value = 266
  101.7720,        0,     0,     0, 1101,  1180,  1148,  1150,  1162,   658,  1061,  1061
 # Input_thread count 1901 time 101.790932 cmd = PFRQ1 value = -280
 # Input_thread count 1902 time 101.807533 cmd = PFRQ2 value = 280
  101.8743,        0,     0,     0, 1021,  1052,  1104,  1152,  1169,   697,   875,   875
 # Input_thread count 1903 time 101.945129 cmd = PFRQ1 value = -293
 # Input_thread count 1904 time 101.960632 cmd = PFRQ2 value = 293
  101.9756,        0,     0,     0, 1205,   906,  1452,  1484,  1666,  1590,  1164,  1164
 # Input_thread count 1905 time 102.023438 cmd = PFRQ1 value = -306
 # Input_thread count 1906 time 102.045631 cmd = PFRQ2 value = 306
  102.0802,        0,     0,     0, 1349,  1283,  1348,  1339,  1344,  2548,  1918,  1918
 # Input_thread count 1907 time 102.130432 cmd = PFRQ1 value = -318
 # Input_thread count 1908 time 102.145927 cmd = PFRQ2 value = 318
  102.1814,        0,     0,     0, 1314,  1069,  1101,  1094,  1031,  2168,  1774,  1774
 # Input_thread count 1909 time 102.224136 cmd = PFRQ1 value = -330
 # Input_thread count 1910 time 102.246231 cmd = PFRQ2 value = 330
  102.2827,        0,     0,     0, 1128,  1093,   846,   798,   629,  1167,  1316,  1316
 # Input_thread count 1911 time 102.309036 cmd = PFRQ1 value = -342
 # Input_thread count 1912 time 102.324631 cmd = PFRQ2 value = 342
  102.3839,        0,     0,     0,  863,   903,   697,   711,   590,   507,   850,   850
 # Input_thread count 1913 time 102.424835 cmd = PFRQ1 value = -353
 # Input_thread count 1914 time 102.446930 cmd = PFRQ2 value = 353
  102.4841,        0,     0,     0,  961,   991,   801,   766,   671,   512,   907,   907
 # Input_thread count 1915 time 102.525131 cmd = PFRQ1 value = -364
 # Input_thread count 1916 time 102.547234 cmd = PFRQ2 value = 364
  102.5865,        0,     0,     0,  994,   883,  1061,  1041,  1050,   592,   922,   922
 # Input_thread count 1917 time 102.625427 cmd = PFRQ1 value = -374
 # Input_thread count 1918 time 102.647530 cmd = PFRQ2 value = 374
  102.6867,        0,     0,     0,  940,  1046,  1033,  1027,  1044,   592,   859,   859
 # Input_thread count 1919 time 102.725731 cmd = PFRQ1 value = -384
 # Input_thread count 1920 time 102.747826 cmd = PFRQ2 value = 384
  102.7913,        0,     0,     0, 1104,  1014,  1140,  1164,  1142,   668,  1055,  1055
 # Input_thread count 1921 time 102.824928 cmd = PFRQ1 value = -394
 # Input_thread count 1922 time 102.847054 cmd = PFRQ2 value = 394
  102.8925,        0,     0,     0,  951,   998,  1047,  1101,  1140,   668,   860,   860
 # Input_thread count 1923 time 102.948334 cmd = PFRQ1 value = -404
 # Input_thread count 1924 time 102.962730 cmd = PFRQ2 value = 404
  102.9948,        0,     0,     0, 1362,  1304,  1580,  1538,  1704,  1775,  1267,  1267
 # Input_thread count 1925 time 103.048637 cmd = PFRQ1 value = -413
 # Input_thread count 1926 time 103.064140 cmd = PFRQ2 value = 413
  103.0972,        0,     0,     0, 1510,  1280,  1654,  1692,  1779,  2717,  2006,  2006
 # Input_thread count 1927 time 103.133629 cmd = PFRQ1 value = -421
 # Input_thread count 1928 time 103.150230 cmd = PFRQ2 value = 421
  103.1984,        0,     0,     0, 1486,  1476,  1486,  1470,  1496,  2622,  2126,  2126
 # Input_thread count 1929 time 103.227341 cmd = PFRQ1 value = -429
 # Input_thread count 1930 time 103.249428 cmd = PFRQ2 value = 429
  103.2987,        0,     0,     0, 1387,  1303,  1360,  1378,  1430,  2581,  1892,  1892
 # Input_thread count 1931 time 103.327637 cmd = PFRQ1 value = -437
 # Input_thread count 1932 time 103.349739 cmd = PFRQ2 value = 437
  103.4021,        0,     0,     0,  971,  1045,   740,   745,   568,   712,   984,   984
 # Input_thread count 1933 time 103.427933 cmd = PFRQ1 value = -444
 # Input_thread count 1934 time 103.450027 cmd = PFRQ2 value = 444
  103.5034,        0,     0,     0,  972,   995,   847,   859,   778,   529,   857,   857
 # Input_thread count 1935 time 103.550232 cmd = PFRQ1 value = -451
 # Input_thread count 1936 time 103.565735 cmd = PFRQ2 value = 451
  103.6048,        0,     0,     0,  995,  1041,   991,  1007,  1023,   620,   904,   904
 # Input_thread count 1937 time 103.650536 cmd = PFRQ1 value = -457
 # Input_thread count 1938 time 103.666039 cmd = PFRQ2 value = 457
  103.7071,        0,     0,     0, 1036,  1116,  1126,  1102,  1117,   641,   925,   925
 # Input_thread count 1939 time 103.750839 cmd = PFRQ1 value = -463
 # Input_thread count 1940 time 103.766335 cmd = PFRQ2 value = 463
  103.8096,        0,     0,     0, 1022,  1093,  1088,  1105,  1136,   646,   932,   932
 # Input_thread count 1941 time 103.851128 cmd = PFRQ1 value = -469
 # Input_thread count 1942 time 103.866638 cmd = PFRQ2 value = 469
  103.9119,        0,     0,     0, 1074,  1010,  1123,  1162,  1156,   658,  1045,  1045
 # Input_thread count 1943 time 103.966827 cmd = PFRQ1 value = -474
 # Input_thread count 1944 time 103.982430 cmd = PFRQ2 value = 474
  104.0143,        0,     0,     0, 1388,  1239,  1728,  1719,  1919,  2327,  1783,  1783
 # Input_thread count 1945 time 104.067337 cmd = PFRQ1 value = -478
 # Input_thread count 1946 time 104.082840 cmd = PFRQ2 value = 478
  104.1156,        0,     0,     0, 1375,  1328,  1661,  1674,  1839,  2724,  1863,  1863
 # Input_thread count 1947 time 104.167641 cmd = PFRQ1 value = -482
 # Input_thread count 1948 time 104.184227 cmd = PFRQ2 value = 482
  104.2179,        0,     0,     0, 1405,  1372,  1428,  1363,  1357,  2570,  1794,  1794
 # Input_thread count 1949 time 104.252533 cmd = PFRQ1 value = -486
 # Input_thread count 1950 time 104.277931 cmd = PFRQ2 value = 486
  104.3193,        0,     0,     0, 1266,  1226,  1092,  1049,   933,  2070,  1557,  1557
 # Input_thread count 1951 time 104.369331 cmd = PFRQ1 value = -489
 # Input_thread count 1952 time 104.384834 cmd = PFRQ2 value = 489
  104.4217,        0,     0,     0, 1009,   988,   738,   751,   619,   523,   917,   917
 # Input_thread count 1953 time 104.483932 cmd = PFRQ1 value = -492
 # Input_thread count 1954 time 104.504929 cmd = PFRQ2 value = 492
  104.5241,        0,     0,     0, 1009,  1039,  1023,  1045,  1015,   611,   883,   883
 # Input_thread count 1955 time 104.568832 cmd = PFRQ1 value = -495
 # Input_thread count 1956 time 104.584328 cmd = PFRQ2 value = 495
  104.6255,        0,     0,     0,  996,  1076,  1104,  1094,  1099,   622,   924,   924
 # Input_thread count 1957 time 104.669128 cmd = PFRQ1 value = -496
 # Input_thread count 1958 time 104.684631 cmd = PFRQ2 value = 496
  104.7278,        0,     0,     0, 1052,   968,  1124,  1133,  1149,   663,  1055,  1055
 # Input_thread count 1959 time 104.754036 cmd = PFRQ1 value = -498
 # Input_thread count 1960 time 104.769539 cmd = PFRQ2 value = 498
  104.8282,        0,     0,     0, 1041,  1142,  1112,  1115,  1125,   652,  1056,  1056
 # Input_thread count 1961 time 104.854340 cmd = PFRQ1 value = -499
 # Input_thread count 1962 time 104.869835 cmd = PFRQ2 value = 499
  104.9317,        0,     0,     0, 1196,  1200,  1336,  1304,  1354,   983,  1119,  1119
 # Input_thread count 1963 time 104.954636 cmd = PFRQ1 value = -499
 # Input_thread count 1964 time 104.969032 cmd = PFRQ2 value = 499
  105.0330,        0,     0,     0, 1384,  1228,  1680,  1662,  1891,  2133,  1709,  1709
 # Input_thread count 1965 time 105.070656 cmd = PFRQ1 value = -499
 # Input_thread count 1966 time 105.086136 cmd = PFRQ2 value = 499
  105.1355,        0,     0,     0, 1548,  1526,  1663,  1644,  1698,  2672,  2158,  2158
 # Input_thread count 1967 time 105.170944 cmd = PFRQ1 value = -499
 # Input_thread count 1968 time 105.186432 cmd = PFRQ2 value = 499
  105.2378,        0,     0,     0, 1288,  1186,  1149,  1202,  1147,  2433,  1802,  1802
 # Input_thread count 1969 time 105.255829 cmd = PFRQ1 value = -498
 # Input_thread count 1970 time 105.271339 cmd = PFRQ2 value = 498
  105.3404,        0,     0,     0, 1015,  1034,   730,   755,   560,   512,   965,   965
 # Input_thread count 1971 time 105.388031 cmd = PFRQ1 value = -497
 # Input_thread count 1972 time 105.414536 cmd = PFRQ2 value = 497
  105.4417,        0,     0,     0, 1042,  1082,   932,   947,   860,   564,  1012,  1012
 # Input_thread count 1973 time 105.504829 cmd = PFRQ1 value = -495
 # Input_thread count 1974 time 105.519234 cmd = PFRQ2 value = 495
  105.5430,        0,     0,     0,  903,   722,   972,  1005,  1024,   578,   834,   834
 # Input_thread count 1975 time 105.589729 cmd = PFRQ1 value = -493
 # Input_thread count 1976 time 105.605225 cmd = PFRQ2 value = 493
  105.6455,        0,     0,     0,  922,   760,   984,  1030,  1064,   593,   876,   876
 # Input_thread count 1977 time 105.690041 cmd = PFRQ1 value = -490
 # Input_thread count 1978 time 105.720924 cmd = PFRQ2 value = 490
  105.7467,        0,     0,     0,  901,   758,  1016,  1049,  1105,   621,   775,   775
 # Input_thread count 1979 time 105.790337 cmd = PFRQ1 value = -487
 # Input_thread count 1980 time 105.805832 cmd = PFRQ2 value = 487
  105.8493,        0,     0,     0,  923,   974,  1034,  1019,  1097,   646,   868,   868
 # Input_thread count 1981 time 105.896126 cmd = PFRQ1 value = -484
 # Input_thread count 1982 time 105.911636 cmd = PFRQ2 value = 484
  105.9507,        0,     0,     0, 1021,   898,  1230,  1248,  1374,  1037,   998,   998
 # Input_thread count 1983 time 105.989838 cmd = PFRQ1 value = -480
 # Input_thread count 1984 time 106.005333 cmd = PFRQ2 value = 480
  106.0532,        0,     0,     0, 1377,  1346,  1727,  1710,  1958,  2767,  1889,  1889
 # Input_thread count 1985 time 106.090134 cmd = PFRQ1 value = -475
 # Input_thread count 1986 time 106.106728 cmd = PFRQ2 value = 475
  106.1557,        0,     0,     0, 1493,  1458,  1482,  1443,  1411,  2572,  2086,  2086
 # Input_thread count 1987 time 106.176125 cmd = PFRQ1 value = -470
 # Input_thread count 1988 time 106.190536 cmd = PFRQ2 value = 470
  106.2580,        0,     0,     0, 1097,  1050,   843,   854,   710,  1523,  1369,  1369
 # Input_thread count 1989 time 106.290733 cmd = PFRQ1 value = -465
 # Input_thread count 1990 time 106.306229 cmd = PFRQ2 value = 465
  106.3594,        0,     0,     0,  901,   895,   697,   723,   547,   493,   872,   872
 # Input_thread count 1991 time 106.406433 cmd = PFRQ1 value = -459
 # Input_thread count 1992 time 106.423027 cmd = PFRQ2 value = 459
  106.4595,        0,     0,     0, 1046,   867,   769,   802,   598,   511,  1060,  1060
 # Input_thread count 1993 time 106.507828 cmd = PFRQ1 value = -453
 # Input_thread count 1994 time 106.522339 cmd = PFRQ2 value = 453
  106.5641,        0,     0,     0,  929,   919,   992,  1059,  1085,   613,   766,   766
 # Input_thread count 1995 time 106.607231 cmd = PFRQ1 value = -446
 # Input_thread count 1996 time 106.622734 cmd = PFRQ2 value = 446
  106.6666,        0,     0,     0,  907,   912,  1004,  1059,  1098,   630,   861,   861
 # Input_thread count 1997 time 106.692139 cmd = PFRQ1 value = -439
 # Input_thread count 1998 time 106.717537 cmd = PFRQ2 value = 439
  106.7667,        0,     0,     0, 1024,  1070,  1068,  1094,  1120,   644,  1036,  1036
 # Input_thread count 1999 time 106.806732 cmd = PFRQ1 value = -432
 # Input_thread count 2000 time 106.823326 cmd = PFRQ2 value = 432
  106.8715,        0,     0,     0, 1292,  1550,  1706,  1620,  1892,  2454,  1666,  1666
  106.9739,        0,     0,     0, 1353,  1287,  1460,  1457,  1516,  2623,  1907,  1907
  107.0752,        0,     0,     0, 1361,  1077,  1323,  1283,  1279,  2533,  1780,  1780
  107.1766,        0,     0,     0, 1270,  1198,  1026,   970,   836,  1861,  1615,  1615
  107.2789,        0,     0,     0, 1046,  1128,   825,   835,   678,   513,   944,   944
  107.3814,        0,     0,     0, 1070,   927,  1069,  1128,  1095,   617,   930,   930
  107.4826,        0,     0,     0,  987,  1035,  1012,  1072,  1075,   605,   895,   895
  107.5840,        0,     0,     0,  917,   804,  1001,  1050,  1073,   607,   850,   850
  107.6854,        0,     0,     0,  882,   805,   997,  1063,  1107,   633,   857,   857
  107.7877,        0,     0,     0,  903,   897,   947,  1013,  1098,   639,   770,   770
  107.8892,        0,     0,     0, 1131,   996,  1456,  1433,  1610,  1529,  1257,  1257
  107.9915,        0,     0,     0, 1441,  1202,  1656,  1657,  1850,  2708,  1800,  1800
  108.0929,        0,     0,     0, 1454,  1215,  1499,  1485,  1546,  2604,  1996,  1996
  108.1943,        0,     0,     0, 1408,  1157,  1267,  1272,  1251,  2532,  1909,  1909
  108.2966,        0,     0,     0, 1116,   987,   836,   828,   604,   903,  1250,  1250
  108.3981,        0,     0,     0, 1010,   859,   865,   894,   789,   537,   888,   888
  108.4993,        0,     0,     0,  953,   965,   995,  1031,   985,   592,   837,   837
  108.6007,        0,     0,     0,  974,   831,  1003,  1088,  1084,   610,   839,   839
  108.7021,        0,     0,     0,  983,  1028,  1053,  1077,  1114,   632,   868,   868
  108.8044,        0,     0,     0,  994,  1270,  1127,  1127,  1131,   645,   789,   789
  108.9058,        0,     0,     0,  928,   768,   969,  1037,  1100,   624,   781,   781
  109.0082,        0,     0,     0, 1241,  1074,  1553,  1503,  1729,  1755,  1376,  1376
  109.1096,        0,     0,     0, 1416,  1396,  1774,  1699,  1945,  2742,  1946,  1946
  109.2110,        0,     0,     0, 1483,  1253,  1579,  1554,  1618,  2640,  2027,  2027
  109.3133,        0,     0,     0, 1313,  1133,  1198,  1178,  1125,  2428,  1994,  1994
  109.4147,        0,     0,     0, 1167,  1007,   929,   892,   725,  1393,  1509,  1509
  109.5159,        0,     0,     0,  928,   694,   652,   698,   536,   484,   778,   778
  109.6172,        0,     0,     0, 1056,   888,   942,   976,   881,   569,   918,   918
  109.7197,        0,     0,     0, 1052,   897,  1070,  1084,  1100,   616,   747,   747
  109.8210,        0,     0,     0, 1118,  1447,  1121,  1140,  1156,   627,   930,   930
  109.9224,        0,     0,     0, 1078,   944,  1093,  1125,  1149,   661,   940,   940
  110.0248,        0,     0,     0, 1115,  1211,  1130,  1126,  1154,   662,  1073,  1073
  110.1260,        0,     0,     0, 1023,  1083,  1233,  1211,  1339,   994,  1014,  1014
  110.2274,        0,     0,     0, 1165,  1108,  1527,  1559,  1794,  2136,  1402,  1402
  110.3297,        0,     0,     0, 1391,  1208,  1552,  1494,  1647,  2679,  2012,  2012
  110.4312,        0,     0,     0, 1292,  1152,  1294,  1237,  1305,  2533,  1784,  1784
  110.5336,        0,     0,     0, 1032,   773,   761,   769,   607,  1210,  1127,  1127
  110.6349,        0,     0,     0,  994,   838,   735,   788,   620,   518,   915,   915
  110.7363,        0,     0,     0, 1096,  1085,  1017,  1047,   958,   584,   928,   928
  110.8386,        0,     0,     0, 1031,   862,  1052,  1124,  1132,   640,   882,   882
  110.9401,        0,     0,     0, 1174,  1321,  1224,  1199,  1176,   645,  1082,  1082
  111.0414,        0,     0,     0,  963,   832,  1006,  1111,  1139,   650,   837,   837
  111.1438,        0,     0,     0,  946,   986,  1035,  1049,  1103,   656,   844,   844
  111.2452,        0,     0,     0, 1106,  1133,  1382,  1402,  1560,  1344,  1153,  1153
  111.3464,        0,     0,     0, 1347,  1173,  1663,  1663,  1932,  2438,  1744,  1744
  111.4490,        0,     0,     0, 1304,  1080,  1399,  1377,  1469,  2597,  1910,  1910
  111.5503,        0,     0,     0, 1322,  1109,  1274,  1237,  1244,  2527,  1945,  1945
  111.6527,        0,     0,     0, 1094,  1047,   800,   755,   582,   955,  1182,  1182
  111.7541,        0,     0,     0, 1008,  1002,   840,   856,   734,   544,   879,   879
  111.8553,        0,     0,     0,  955,   797,   957,  1015,   982,   588,   823,   823
  111.9568,        0,     0,     0, 1142,  1471,  1185,  1170,  1124,   642,  1051,  1051
  112.0591,        0,     0,     0,  990,   871,  1067,  1140,  1152,   622,   866,   866
  112.1605,        0,     0,     0, 1009,  1046,  1066,  1119,  1142,   661,   863,   863
  112.2619,        0,     0,     0,  990,  1040,  1051,  1077,  1116,   654,   859,   859
  112.3631,        0,     0,     0, 1090,   985,  1210,  1221,  1265,   822,  1048,  1048
  112.4656,        0,     0,     0, 1382,  1365,  1758,  1725,  1995,  2772,  1872,  1872
  112.5670,        0,     0,     0, 1415,  1195,  1559,  1528,  1663,  2677,  2046,  2046
  112.6694,        0,     0,     0, 1327,  1269,  1191,  1117,  1138,  2479,  1923,  1923
  112.7708,        0,     0,     0, 1135,   948,   877,   841,   695,  1420,  1417,  1417
  112.8720,        0,     0,     0,  865,   719,   655,   667,   520,   479,   846,   846
  112.9734,        0,     0,     0,  894,   766,   896,   910,   871,   569,   803,   803
  113.0748,        0,     0,     0,  968,   809,  1012,  1070,  1064,   606,   848,   848
  113.1772,        0,     0,     0,  968,   821,  1030,  1096,  1122,   634,   864,   864
  113.2786,        0,     0,     0,  991,   965,  1042,  1075,  1110,   642,   745,   745
  113.3798,        0,     0,     0, 1118,   977,  1105,  1183,  1184,   645,   943,   943
  113.4812,        0,     0,     0, 1140,  1226,  1142,  1190,  1200,   682,  1072,  1072
  113.5837,        0,     0,     0, 1393,  1205,  1716,  1680,  1905,  2422,  1778,  1778
  113.6850,        0,     0,     0, 1423,  1439,  1689,  1641,  1814,  2704,  2123,  2123
  113.7875,        0,     0,     0, 1337,  1130,  1319,  1273,  1286,  2520,  1960,  1960
  113.8887,        0,     0,     0, 1064,   875,   948,   909,   818,  1922,  1563,  1563
  113.9901,        0,     0,     0,  888,   762,   697,   678,   527,   753,  1008,  1008
  114.0914,        0,     0,     0,  964,   968,   821,   839,   749,   545,   857,   857
  114.1939,        0,     0,     0,  915,   719,   996,  1034,  1048,   590,   732,   732
  114.2953,        0,     0,     0,  977,   793,  1006,  1109,  1129,   632,   767,   767
  114.3965,        0,     0,     0, 1153,  1032,  1148,  1183,  1168,   631,  1085,  1085
  114.4979,        0,     0,     0, 1159,  1218,  1132,  1196,  1190,   653,  1075,  1075
  114.6004,        0,     0,     0, 1152,   992,  1240,  1262,  1308,   838,  1040,  1040
  114.7017,        0,     0,     0, 1385,  1534,  1620,  1627,  1834,  1956,  1561,  1561
  114.8042,        0,     0,     0, 1459,  1304,  1626,  1599,  1700,  2670,  2142,  2142
  114.9054,        0,     0,     0, 1238,  1212,  1343,  1301,  1365,  2577,  1855,  1855
  115.0068,        0,     0,     0, 1141,  1057,  1028,   972,   977,  2244,  1609,  1609
  115.1082,        0,     0,     0,  890,   712,   710,   719,   610,  1134,  1063,  1063
  115.2106,        0,     0,     0,  940,   998,   951,   910,   866,   565,   768,   768
  115.3120,        0,     0,     0,  973,  1203,  1081,  1065,  1054,   597,   759,   759
  115.4132,        0,     0,     0, 1097,   981,  1094,  1126,  1122,   638,  1056,  1056
  115.5157,        0,     0,     0, 1135,  1148,  1138,  1160,  1154,   625,   968,   968
  115.6171,        0,     0,     0, 1169,  1223,  1144,  1201,  1169,   645,  1074,  1074
  115.7194,        0,     0,     0, 1219,  1498,  1431,  1422,  1503,  1168,  1141,  1141
  115.8208,        0,     0,     0, 1319,  1088,  1624,  1668,  1919,  2429,  1673,  1673
  115.9220,        0,     0,     0, 1501,  1444,  1738,  1743,  1904,  2755,  2017,  2017
  116.0234,        0,     0,     0, 1435,  1222,  1498,  1471,  1519,  2621,  1957,  1957
  116.1258,        0,     0,     0, 1178,  1160,   994,   967,   878,  1986,  1696,  1696
  116.2271,        0,     0,     0, 1005,   903,   755,   758,   598,   886,  1273,  1273
  116.3297,        0,     0,     0,  986,  1111,  1073,  1021,   980,   594,   870,   870
  116.4309,        0,     0,     0, 1053,  1129,  1109,  1081,  1068,   618,  1036,  1036
  116.5323,        0,     0,     0, 1002,  1045,  1035,  1069,  1089,   616,   900,   900
  116.6347,        0,     0,     0, 1046,  1073,  1082,  1118,  1139,   651,   911,   911
  116.7360,        0,     0,     0,  962,   776,   985,  1106,  1120,   638,   770,   770
  116.8375,        0,     0,     0, 1076,  1114,  1183,  1211,  1263,   816,   850,   850
  116.9387,        0,     0,     0, 1370,  1179,  1626,  1637,  1830,  1927,  1522,  1522
  117.0401,        0,     0,     0, 1502,  1297,  1774,  1786,  1988,  2782,  1978,  1978
  117.1425,        0,     0,     0, 1436,  1369,  1424,  1396,  1437,  2577,  1970,  1970
  117.2449,        0,     0,     0, 1190,  1435,  1016,   909,   730,  1568,  1501,  1501
  117.3463,        0,     0,     0,  962,   860,   737,   735,   562,   498,  1066,  1066
  117.4475,        0,     0,     0,  874,   919,   859,   840,   818,   544,   824,   824
  117.5500,        0,     0,     0,  912,   768,   963,  1037,  1065,   596,   831,   831
  117.6513,        0,     0,     0,  893,   749,  1014,  1066,  1092,   619,   750,   750
  117.7526,        0,     0,     0, 1060,   915,  1085,  1143,  1163,   626,   938,   938
  117.8551,        0,     0,     0,  978,   777,   984,  1083,  1103,   632,   770,   770
  117.9563,        0,     0,     0, 1234,  1094,  1329,  1376,  1416,   975,  1198,  1198
  118.0588,        0,     0,     0, 1542,  1465,  1778,  1794,  1970,  2754,  2010,  2010
  118.1601,        0,     0,     0, 1407,  1356,  1505,  1561,  1621,  2663,  2161,  2161
  118.2626,        0,     0,     0, 1281,  1096,  1111,  1114,  1082,  2294,  1916,  1916
  118.3638,        0,     0,     0,  968,   816,   778,   767,   636,  1304,  1233,  1233
  118.4661,        0,     0,     0,  946,   978,   903,   871,   820,   546,   861,   861
  118.5675,        0,     0,     0, 1061,  1366,  1053,  1010,  1028,   585,   923,   923
  118.6699,        0,     0,     0, 1068,  1093,  1122,  1122,  1125,   640,   959,   959
  118.7712,        0,     0,     0, 1099,  1185,  1110,  1138,  1150,   660,  1056,  1056
  118.8725,        0,     0,     0,  954,   987,  1039,  1082,  1112,   630,   893,   893
  118.9748,        0,     0,     0, 1026,   827,  1155,  1177,  1225,   808,   824,   824
  119.0762,        0,     0,     0, 1261,  1004,  1561,  1598,  1840,  2032,  1358,  1358
  119.1787,        0,     0,     0, 1384,  1322,  1531,  1564,  1652,  2671,  1947,  1947
  119.2799,        0,     0,     0, 1506,  1441,  1465,  1439,  1435,  2568,  2024,  2024
  119.3813,        0,     0,     0, 1316,  1111,  1168,  1102,  1046,  2224,  1816,  1816
  119.4836,        0,     0,     0,  871,   921,   672,   716,   542,   505,  1071,  1071
  119.5849,        0,     0,     0,  904,   932,   870,   887,   857,   561,   818,   818
  119.6862,        0,     0,     0,  990,   906,   937,   949,   981,   584,   714,   714
  119.7886,        0,     0,     0,  994,  1037,  1042,  1030,  1065,   609,   902,   902
  119.8900,        0,     0,     0, 1017,  1048,  1036,  1073,  1105,   623,   940,   940
  119.9923,        0,     0,     0, 1117,  1203,  1146,  1152,  1128,   659,  1066,  1066
  120.0937,        0,     0,     0, 1208,  1099,  1362,  1367,  1409,   993,  1219,  1219
  120.1950,        0,     0,     0, 1250,  1047,  1585,  1600,  1839,  2130,  1479,  1479
  120.2973,        0,     0,     0, 1333,  1057,  1467,  1540,  1639,  2667,  1799,  1799
  120.3988,        0,     0,     0, 1365,  1296,  1376,  1378,  1400,  2595,  1867,  1867
  120.5000,        0,     0,     0, 1378,  1289,  1133,  1118,  1064,  2221,  1832,  1832
  120.6025,        0,     0,     0,  988,   998,   746,   769,   586,   499,   931,   931
  120.7039,        0,     0,     0,  967,   832,   971,   949,   909,   560,   869,   869
  120.8051,        0,     0,     0,  945,   976,   991,  1006,  1029,   602,  1032,  1032
  120.9075,        0,     0,     0,  931,   992,  1021,  1054,  1067,   604,   900,   900
  121.0087,        0,     0,     0, 1056,  1189,  1077,  1071,  1126,   639,   790,   790
  121.1101,        0,     0,     0, 1022,   904,  1060,  1096,  1126,   632,   780,   780
  121.2126,        0,     0,     0, 1056,   852,  1268,  1340,  1442,  1112,   950,   950
  121.3138,        0,     0,     0, 1445,  1455,  1736,  1706,  1931,  2271,  1808,  1808
  121.4162,        0,     0,     0, 1502,  1330,  1588,  1613,  1675,  2647,  2145,  2145
  121.5174,        0,     0,     0, 1317,  1012,  1335,  1368,  1414,  2566,  1738,  1738
  121.6199,        0,     0,     0, 1038,   988,   815,   830,   662,  1304,  1237,  1237
  121.7213,        0,     0,     0,  874,   735,   687,   745,   620,   518,   826,   826
  121.8237,        0,     0,     0,  943,   987,  1009,  1007,  1038,   598,   844,   844
  121.9252,        0,     0,     0,  894,   801,   983,  1043,  1061,   599,   832,   832
  122.0264,        0,     0,     0,  978,   882,  1048,  1083,  1122,   630,   910,   910
  122.1289,        0,     0,     0,  884,   738,  1013,  1058,  1093,   627,   769,   769
  122.2303,        0,     0,     0,  923,   756,   993,  1070,  1099,   629,   776,   776
  122.3326,        0,     0,     0, 1410,  1375,  1704,  1667,  1879,  2256,  1696,  1696
